,Word,Filipino translation,Valence,Arousal,Dominance
509,appear,"makita, magpakita, lumitaw",5.25,3.24,5.36
510,appearance,"anyo, mukha, ayos, hitsura, paglitaw, pagharap",6.14,4.57,5.9
511,appease,"magpalubag, pahupain",5.95,3.55,5.59
512,appendage,dagdag na bahagi,4.23,4.35,5.32
513,appendectomy,pag-alis sa apendisitis sa pamamagitan ng operasyon,2.95,6.14,3.59
514,appendicitis,"apendisitis, pamamaga ng apendiks",1.86,5.12,2.71
515,appendix,apendiks,4.81,2.92,4.25
516,appetite,gana,6.23,5.37,5.57
517,appetizer,pampagana,7.29,4.52,6.36
518,appetizing,nakakagana,7,4.82,6.18
519,applaud,palakpakan,6.7,5.05,5.91
520,applause,palakpakan,7.12,5.38,6.56
521,apple,mansanas,6.62,3.52,6.44
522,apple juice,katas ng mansanas,7.3,3.2,6
523,applejack,,5.79,3.8,5.74
524,applesauce,sarsa galing sa mansanas,6.9,2.78,6.39
525,appliance,"aplayans, kagamitan, aparato",5.15,2.84,5
526,applicant,aplikante,4.91,3.96,5.08
527,application,aplikasyon,5.05,4.52,4.3
528,apply,"magpahid, humingi, magprisinta, aplay",5.16,3.24,6.2
529,appoint,"itakda, ilaan, hirangin",5.95,4.25,5.65
530,appointment,"paghirang, tungkulin, usapan, kompromiso",4.43,4.8,6.68
531,appraisal,"tasa, kalkulasyon, pagpapahalaga",5.09,4.09,5.65
532,appreciate,"pasalamatan, kalugdan, pahalagahan",7.33,3.1,7
533,appreciation,"pagpapahalaga, paghanga, pagpuri, pagkalugod",7.3,4.68,6.63
534,appreciative,mapagpahalaga,7.14,4.35,6.9
535,apprehend,"hulihin, umunawa, mabalaha, mangamba",4.14,5.13,4.48
536,apprehension,"paghuli, pagkaunawa, pagkabahala, pag-aalala",4.15,4.23,5.07
537,apprehensive,"takot, nag-aalala, maunawain",3.32,4.77,4.64
538,apprentice,"baguhan, nagsasanay",5.95,3.59,5.05
539,approach,"paglapit, lapitan, dulog",5.45,4.48,6.03
540,appropriate,"angkop, bagay",6.1,4.04,5
541,approval,"pahintulutan, sang-ayunan",6.75,3.52,6.63
542,approve,"sang-ayon, aprobado",7,4.09,7.26
543,approximate,humigit-kumulang,5.26,3.82,4.95
544,apricot,aprikot,5.95,4.29,5.94
545,apron,epron,5.8,2.9,5.28
546,apt,"malamang, matalino, bagay",5.64,4.05,5.95
547,aptitude,"kakayahan, pagkahilig",5.95,4.55,5.45
548,aqua,tubig,6.5,3.6,4.82
549,aquamarine,aquamarina,6.4,3.9,4.95
550,aquarium,akwaryum,6.43,4.3,6.14
551,aquatic,pantubig,6.8,3.58,4.53
552,arbitrary,arbitraryo,4.15,4.55,4.77
553,arbitration,arbistrasyon,4.09,4.41,4.19
554,arcade,"arkada, liwaliwan",6.45,6.1,6.81
555,arcane,lihim,5.25,3.61,5.55
556,arch,arko,5.8,3.15,5.45
557,archaeological,arkeolohiko,6.05,4.52,5.18
558,archaeologist,arkeologo,5.42,4.14,5.17
559,archaeology,arkeolohiya,6.1,3.86,5.26
560,archaic,"lipas na, sinauna, patay na",4.5,4.38,4.62
561,archangel,arkanghel,7.27,4.19,4.79
562,archbishop,arsobispo,4.71,3.78,4.73
563,archdiocese,arkidiyosesis,3.95,3.41,4.04
564,archduke,arsoduke,4.15,3.56,5.73
565,archery,pamamana,5.25,4.39,5.73
566,architect,arkitekto,6.21,3.25,6.05
567,architectural,arkitektural,6.32,4.05,5.18
568,architecture,arkitektura,6.05,4.39,5.67
569,archive,"artsib, sinupan",4.81,4.18,5.24
570,arctic,artiko,4.45,3.88,5
571,ardent,"marubdob, maalab",4.95,4.62,5.32
572,area,"purok, lawak ",5.56,2.19,5.06
573,arena,arena,5.75,4.23,6.04
574,argue,"magtalo, makipagtalo",3.15,6.67,4.77
575,argument,pagtatalo,2.62,5.22,5.65
576,argumentative,mahilig sa pakikipagtalo,3.2,5.61,4
577,arise,"tumindig, tumayo",6.17,4.76,5.87
578,aristocracy,aristokrasiya,5.21,4.15,5.08
579,aristocrat,"aristokrata, maharlika",4.28,3.6,4.94
580,aristocratic,aristokratiko,5.79,3.18,4.43
581,arithmetic,aritmetika,4.95,4,5.54
582,ark,"arka, kaban",6.15,3.52,5.88
583,arm,"braso, sangay, armas",5.44,3.44,6.02
584,armada,armada,4.6,3.29,5.6
585,armament,kagamitang-pandigma,5.05,4.65,5.37
586,armchair,silyon,5.67,2.75,5.79
587,armed,armado,4.11,6.3,5.68
588,armor,baluti,6.1,3.29,6.3
589,armored,nakaarmas,5.67,3.52,5.7
590,armory,"armori, arsenal",5.25,4.48,5.74
591,armpit,kilikili,4.1,3.57,5.24
592,army,hukbo,4.65,4.49,4.65
593,aroma,"aroma, samyo",7.65,4.35,6.06
594,arouse,"mapukaw, pukawin",6.67,6.21,6.1
595,aroused,napukaw,5.95,7.3,5.58
596,arraignment,pagsakdal,3.91,4.6,5.33
597,arrange,"ayusin, makipag-areglo",5.15,3.57,6.71
598,arrangement," kaayusan, pakikipag-areglo, paggayak",5.71,3,5.5
599,array,tanghal,5.9,3.71,5.62
600,arrest,"pag-aresto, paghuli",2.33,6.86,3.11
601,arrhythmia,arrhythmia,3.86,4.95,4.25
602,arrival,"pagdating, dating",6.67,3.6,6.53
603,arrive,"dumating, sumipot",6.41,5,6.84
604,arrogance,"kayabangan, kapalaluan",2.55,4.65,5
605,arrogant,"arogante, mayabang, palalo",2.52,5.15,4.64
606,arrow,palaso,5.24,3.91,5.53
607,arsenal,arsenal,4.45,5.48,5.25
608,arsenic,arseniko,3,4.7,3.46
609,arson,panununog,2.26,5.41,3.78
610,arsonist,manununog,2.5,6.95,3.42
611,art,"sining, arte, paraan",6.85,4.48,6.02
612,arterial,arteryal,3.95,3.39,4.12
613,artery,arterya,4.29,4.09,4.78
614,arthritis,artraytis,2.32,4.27,2.63
615,artichoke,,5.3,3.5,5.48
616,article,"artikulo, pangkat, lathalain",5.68,3.5,5.68
617,articulate,artikulante,6.55,4.27,6.89
618,artifact,artipakto,6.2,4.95,5.73
619,artificial,artipisyal,3.86,4.17,4.55
620,artillery,artileryar,4.1,4.56,4.64
621,artist,artista,6.76,4.1,6.95
622,artiste,propesyunal na artista o tagapagtanghal,6.33,3,5.35
623,artistic,"masining, artistiko",7,5,6.86
624,artistry,pagkamasining,6.91,4.71,7.43
625,artwork,likhang-sining,6.76,4.18,6.33
626,arty,arty,6.55,5.53,5.48
627,asbestos,asbesto,2.24,4.38,3.05
628,ascend,"maitaas, tumaas",6.19,4.13,5.58
629,ascendant,ang umakyat,5.29,3.23,5.78
630,ascending,"umaakyat, pataas",5.14,3.73,5.55
631,ascension,"pag-akyat, pagtaas",5.77,5.36,5.45
632,ascertain,"tumiyak, tiyakin",5.3,3.17,6.29
633,ashamed,"nahihiya, napahiya",2.52,5.65,4.63
634,ashtray,"senisera, abuhan",3.52,3.48,5.56
635,asinine,tanga,5.05,4.63,4.81
636,ask,"nagtanong, humingi",5.95,3.48,6.29
637,asleep,"tulog, natutulog",6.5,2,4.33
638,asparagus,"asparagus, esparago",5.43,2.73,5.67
639,aspect,aspekto,4.89,3.39,4.76
640,aspen,aspen,6.57,4.11,5.5
641,asphalt,aspalto,4.46,3.2,4.62
642,asphyxia,aspiksiya,2.19,6.14,2.4
643,asphyxiation,aspiksasyon,1.53,6.91,2.54
644,aspiration,aspirasyon,6.26,5,5.94
645,aspire,"maghangad, hangarin",6.43,3.68,6.85
646,aspirin,aspirin,5.3,3.35,5.12
647,aspiring,naghahangad,6.89,4.41,6.85
648,ass,"asno, hangal",5.45,5.43,3.61
649,assailant,mananalakay,3.24,5.7,3
650,assassin,"tirador, upahang mamamatay-tao",2.11,5.82,3.36
651,assassinate,ipapatay,3.27,6.38,3.23
652,assassination,"asasinasyon, pagpatay nang pataksil",1.83,6.2,4
653,assault,"salakay, pagsalakay",2.05,6.8,3.49
654,assemble,"magtipon, tipunin",5.14,3.52,6.28
655,assembly,"pagtitipon-tipon, asambleya",5.47,3.95,4.82
656,assemblyman,"kinatawan, kongresista",5,3.12,5.21
657,assert,"maggiit, magpilit, panindigan",5.68,4.64,5.93
658,assertive,"mapaggiit, mapilit, mapanindigan",5.37,5.55,6.04
659,assess,tayahin,5.84,3.45,5.21
660,assessment,"pagtasa sa ari-arian, kalkulasyon",5.22,2.75,5.44
661,asset,"bagay na may halaga, pag-aari",7.25,4.43,6
662,asshole,"nakakainis, nakaririmarim na tao",2.11,6.38,2.89
663,assign,"itakda, amgtakda",4.75,3.71,5.74
664,assignment,takdang-aralin,5.39,4.45,6
665,assimilate,"matutuhan, tumunaw",4.63,4.15,5.15
666,assist,tumulong,5.95,3.76,6.41
667,assistance,tulong,5.82,3.82,6.45
668,assistant,katulong,5.91,4.8,6.37
669,associate,"kasama, kaugnay",5.2,3.11,4.88
670,association,asosasyon,5.5,3.67,6.14
671,assorted,"iba-iba, halo-halo",5.82,3.52,5.41
672,assortment,pag-uuri-uri,5.64,3.88,5.79
673,assume,"ipalagay, ipagpalagay",4.41,4.2,6.21
674,assumption,"asampsyon, palagay",4.3,4.14,5.03
675,assurance,"kasiguruhan, katiyakan",5.95,2.81,6.07
676,assure,tiyakin,6.33,3.1,6.52
677,asterisk,asterisko,5.38,2.78,5.72
678,asteroid,bulalakaw,4.95,5.6,3.68
679,asthma,hika,2.45,4.5,3.54
680,asthmatic,hikain,3.33,3.38,3.84
681,astonish,magpamangha,5.55,5.38,6
682,astonished,namangha,6.42,5.73,4.87
683,astonishing,kamangha-mangha,6.53,5.77,5.23
684,astound,"mamangha, manggilalas",6.3,5.05,5.56
685,astral,astral,5.32,5.13,5.26
686,astrology,astrolohiya,4.79,4.18,4.67
687,astronaut,astronut,6.73,4.4,5.32
688,astronomer,astronomo,5.59,5.42,5.33
689,astronomical,astronomikal,6.37,5,5.14
690,astronomy,astronomiya,6,4.33,5.21
691,astute,tuso,6.22,3.16,6
692,asylum,"asilo, ampunan",3.24,5.55,3.52
693,atheist,ateista,4.64,4.76,5.41
694,athlete,"atleta, manlalaro",6.21,4.75,5.96
695,athletic,malakas,6.76,5,6.11
696,athletics,palakasan,6.14,4.93,6.15
697,atlas,atlas,5.95,2.5,5.7
698,atmosphere,"atmospera, papawirin",6.05,4,4.86
699,atmospheric,atmosperiko,5.72,4.09,5.11
700,atoll,pabilog na isla,5.14,3.55,4.7
701,atom,atomo,5.74,4.29,5.39
702,atomic,atomiko,4.26,5.85,3.96
703,atone,"magsisi, magbayad-utang",5.6,4,5.65
704,atrium,atriyum,5.95,3.57,5.22
705,atrocious,"napakasama, napakalupit",3.14,4.12,4.35
706,atrocity,"kasamaan, kalupitan",2.95,5,2.96
707,atrophy,atropiya,3.16,3.86,4
708,attach,ikabit,5.26,3.81,4.7
709,attachment,"nakakabit, kasangkapan",6,2.96,6.32
710,attack,"atake, lusob",2,7.05,3.39
711,attacker,"mananalakay, manlulusob",2.23,7.27,4.26
712,attain,"abutin, tamuhin",5.85,3.11,7.08
713,attempt,"tangka, magtangka",6,4.94,5.67
714,attempted,"nagtangka, tinangka",5.35,3.64,6.52
715,attend,dumalo,5.4,3.5,6.7
716,attendance,"pagdalo, pag-asikaso",5.95,4.24,5.59
717,attendant,tagapaglingkod,5.63,3.14,5.09
718,attention,"atensiyon, pansin",6.68,4.05,6.47
719,attentive,"maasikaso, maalalahanin, nakapokus",6.43,4.37,6.62
720,attest,magpatotoo,5.1,3.68,6.26
721,attic,kuwarto sa kisame,4.95,3.45,5.36
722,attire,kasuotan,6.16,3.95,5.78
723,attitude,"ugali, pakikitungo",4.72,4.76,5.88
724,attorney,abogado,3.67,4.8,5.53
725,attract,"umakit, makaakit",6.38,5.35,5.6
726,attraction,atraksiyon,7,5.4,4.62
727,attractive,"kaaakit-akit, kahali-halina",7.19,4.91,6.81
728,attribute,katangian,5.67,4.12,6
729,auburn,matingkad na pula,5.89,3.62,5.61
730,auction,"subasta, magsubasta",5.43,4.5,5.33
731,auctioneer,tagasubasta,5.09,4,5.37
732,audacious,"bastos, makapal ang mukha",5.11,4.28,5.41
733,audacity,kabastusan,5.2,4.1,5.33
734,audible,"dinig, naririnig",6.05,4.45,6.26
735,audience,manonood,5.89,4.91,5.14
736,audio,awdyo,6.56,4.29,5.96
737,audit,"awdit, sumuri, magtuos",2.82,5.78,3.68
738,audition,awdisyon,5.2,4.24,6
739,auditor,tagasuri,3.26,3.7,5.2
740,auditorium,"awditoryum, buwagan",6.05,4.45,5.05
741,auditory,pandinig,5.05,4.5,6.11
742,aunt,tiyahin,6.56,2.71,4.28
743,auntie,"tiya, tiyahin",6.24,3.58,5.79
744,aura,aura,6.45,4.7,5.65
745,auspicious,"mapalad, swerte",4.76,3.39,5.5
746,authentic,"tunay, awtentiko",6.91,4.55,6.58
747,authenticate,patunayan,5.1,4.36,5.78
748,authenticity,katunayan,6.81,4.42,6.23
749,author,"awtor, may-akda",6.33,2.73,6.38
750,authority,awtoridad,4.76,5.35,5.19
751,authorization,pahintulot,5.86,4.32,4.77
752,authorize,magpahintulot,5.37,4.67,6.54
753,autism,autism,3.2,4.1,3.12
754,autistic,austistiko,3.62,4.24,2.43
755,auto,auto,5,4.95,5.7
756,autobiographical,awtobiyograpikal,4.82,3.74,5.89
757,autobiography,awtobiyograpiya,5.79,2.85,6.5
758,autograph,autograp,6.21,3.55,6.1
759,autographed,sulat-kamay,6.14,4.65,6.42
760,automated,automatiko,4.74,4.05,4.5
761,automatic,awtomatiko,6.05,3.7,5.27
762,automobile,awtomobil,5.45,3.91,6
763,automotive,awtomotib,5.37,4.5,5.38
764,autonomy,independensiya,5.05,4.09,6.19
765,autopilot,autopilot,5.65,4.11,3.72
766,autopsy,awtopsiya,2.62,4.36,3.22
767,autumn,taglagas,7.12,3.21,5.17
768,auxiliary,pantulong,5.26,3.61,5.81
769,avail,pakinabangan,5.42,3.77,6
770,availability,pagkakaroon,5.68,4.38,5.5
771,available,"magagamit, mayroon",6.86,4.04,6.59
772,avalanche,pagguho,4,6.55,3.24
773,avenge,"gumanti, iganti, gantihan",4.05,6.35,5.92
774,avenging,ipinaghihiganti,4.89,6.1,6.55
775,avenue,abenida,5.74,3.3,5.18
776,average,"katamtaman, tama lamang",4.89,3.29,5.59
777,aversion,labis na pag-ayaw,4,5.14,4.81
778,avert,"magbaling, ibaling",5.16,3.62,5.22
779,aviation,abiyasyon,5.9,4.05,5.62
780,aviator,abiyador,6.39,4.67,6.13
781,avid,napakahilig,5.74,4.32,5.71
782,avocado,abokado,6.32,4.05,5.22
783,avoid,iwasan,4.1,3.92,4.81
784,avoidance,pag-iwas,3.35,4.95,4.88
785,await,"maghintay, mag-antay",5.33,2.91,4.71
786,awake,"gumising, pukawin",6.76,5.5,6.68
787,awaken,gisingin,6.05,4.29,6.09
788,awakening,"pagkagising, pagkamulat",6.41,4.67,6.54
789,award,"magkaloob, gantimpala",7.86,5.85,6.9
790,aware,"alam, malay",6.86,4.7,7.05
791,awareness,kamalayan,6.45,3.73,7.22
792,awe,"paghanga, pagtataka",6.85,3.83,5.85
793,awed,"humanga, nagtaka",6.05,4.21,6
794,awesome,kahanga-hanga,7.86,6.05,7.11
795,awful,napakasama,2.28,4.86,3.06
796,awkward,asiwa,2.95,4.55,4.25
797,awkwardness,pagkaasiwa,3.86,4.65,4.13
798,awning,medya-agwa,5.79,2.9,5.29
799,axe,palakol,3.48,5.64,5.55
800,axis,aksis,4.19,3.92,5.59
801,axle,aksel,4.67,2.45,5.3
802,babble,"ngumawa, magdaldal",4.55,4,4.74
803,babe,sanggol,6.86,4.25,6.79
804,baboon,malaking tsonggo,5.55,5.11,4.96
805,baby,sanggol,6.67,4.97,4.94
806,babysit,magbantay ng bata,4.74,3.67,5.74
807,babysitter,tagabantay ng bata,6.55,3.48,5.68
808,Bacardi,Bacardi,5.68,4.36,5.79
809,bachelor,binata,5.58,4.14,5.13
810,bachelorette,dalaga,5.52,4.09,4.89
811,back,"likod, huli, nakaraan",4.76,2.59,5.22
812,backboard,"pisara, blakbord",4.7,3.41,5.47
813,backbone,gulugod,5.16,4.05,6.4
814,backdoor,pintuan sa likod,4.86,3.85,5.43
815,backdrop,senaryo,5.45,2.7,5.27
816,backer,tagapagtaguyod,4.73,3.53,5.62
817,backfire,kalabang apoy,3,4.79,3.5
818,backgammon,backgammon,5.6,2.06,4.83
819,background,"bakgrawn, likuran",5.05,3.67,5.57
820,backhand,pasaliwa,3.5,4.61,4.9
821,backpack,bakpak,6.05,3.68,6.5
822,backroom,kuwarto sa may likuran,4.6,3.5,5.08
823,backseat,dakong likuran,4.84,3.32,3.9
824,backside,puwet,4.58,3.68,5.22
825,backtrack,pag-alala,4.26,3.15,5.3
826,backup,suporta,5.85,3.45,5.85
827,backwater,tubig na di-dumadaloy,4.33,3.84,5
828,backwoods,malayong gubat,5,2.57,5.21
829,backyard,bakuran,6.1,3.88,6.79
830,bacon,bacon,7.52,4.16,6.11
831,bacteria,bakterya,3.3,4.24,3.44
832,bacterial,bakteryal,3.68,5,3.6
833,bad,masama,3.24,4.86,3.56
834,badass,magaling,6.14,6.68,6
835,badge,tsapa,5.24,4.4,5.75
836,badger,pagmalupitan,4.63,4.35,4.58
837,badness,kasamaan,3.55,4.38,4.08
838,bag,bag,5.05,3.43,5.62
839,bagel,tinapay,6.32,3.6,5.17
840,baggage,bagahe,4.5,4,5.95
841,baggie,maliit na bag na yari sa plastik,5.43,3.55,5.33
842,baggy,maluwang,4.45,4.05,5.21
843,bagman,bagman,4.7,2.7,3.86
844,bail,piyansya,3.79,3.91,4
845,bailiff,opisyal ng korte,3.95,4.33,4.86
846,bait,"bitag, pain",4,3.5,5.95
847,bake,maghurno,7.2,5,6.83
848,bakery,panaderya,6.79,3.86,5.74
849,balance,"balanse, timbang",6.84,4.13,5.47
850,balcony,balkonahe,6.11,4,5.09
851,bald,kalbo,2.85,3.71,4.5
852,balding,nakakalbo,3.05,3.38,3.65
853,baldy,kalbo,3.95,2.7,5.22
854,bale,"magbasta, ibasta",4.9,2.78,4.91
855,ball,bola,6.14,3.48,5.47
856,ballad,awit,6.33,3.6,6.32
857,ballast,balast,4.67,4.06,4.86
858,ballerina,balerina,6.79,3.73,5.59
859,ballet,baley,6.86,3.72,5.62
860,ballgame,laro,7,4.65,5.26
861,ballistic,"magalit na lubha, balistik",5,4.09,4.3
862,ballistics,balistiks,4.05,5.58,4.71
863,balloon,lobo,6.84,3.9,5.45
864,ballot,balota,5.29,4.15,5.45
865,ballpark,laruan ng beisbol,5.44,3.85,5.16
866,ballplayer,manlalaro ng beisball,5.26,4.09,6.24
867,ballpoint,bolpen,5.1,2.46,5.26
868,ballroom,sayawan,5.75,4.27,5.67
869,ballsy,,4.9,5.29,5.88
870,balm,pamahid,6.24,3.36,5.58
871,balmy,magandang panahon,5.23,4.23,5.47
872,bam,bam,5.05,3.96,4.9
873,bamboo,kawayan,6.33,3.2,5.6
874,ban,pagbawal,3.38,5.2,5.86
875,banana,saging,6.71,3.21,6.05
876,band,banda,6.44,4.52,5.56
877,bandage,benda,3.63,3.64,4.4
878,bandanna,bandana,5.26,3.15,5.42
879,bandit,"tulisan, bandido",3.88,5.18,4.77
880,bandstand,platapormang nilagyan ng bubungan,5.81,3.54,5.25
881,bandwagon,pakikisakay sa uso,3.95,3.95,5.25
882,bandwidth,bandwidth,5.32,3.43,4.91
883,bane,sanhi ng kamatayan o pagdurusa,3.9,3.95,3.5
884,bang,kumalampag,5.1,6.09,4.89
885,banger,paputok na maingay,4.05,3.33,5.45
886,banish,ipatapon,3.85,4.71,4.64
887,banister,pagpapalayas,5.42,2.55,5.83
888,banjo,banjo,6.35,3.53,5.09
889,bank,bangko,6,4.19,4.78
890,banker,tagabangko,4.89,3.38,5.32
891,banking,pagbabangko,5.47,4.24,4.74
892,bankroll,suportang pinansiyal,6.05,4.95,5.58
893,bankrupt,bangkarote,2.21,5.49,3.41
894,bankruptcy,pagkalugi,2.52,5.39,3.31
895,banner,bandera,5.17,3.55,5.17
896,banquet,"bangkete, handaan",6.11,4.57,5
897,banshee,,3.58,5.09,4.15
898,banter,kantiyawan,5.48,3.5,5.27
899,banzai,banzai,5.65,4.73,5.71
900,baptism,binyag,6.62,3.96,5.23
901,baptize,pagbinyag,5.59,3.32,6.57
902,bar,"baras, bareta",5,4.53,5.48
903,barbarian,barbaro,3.14,6.26,3.67
904,barbaric,hindi sibilisado,3.43,5.6,4.31
905,barbecue,barbekyu,7.1,5.55,5.59
906,barbed,"may-sima, nakasasakit",3.75,5.1,4.58
907,barber,barbero,4.89,3.18,5.91
908,barbershop,barberya,5.37,3.18,5.82
909,barbie doll,laruang barbie,5.23,3.96,5.58
910,bard,makata,4.45,2.94,5.32
911,bare,"ilantad, maghayag, hubad",5.5,4.65,5.58
912,barefoot,nakatapak,6.91,4.33,6.82
913,barf,suka,2.32,5,3.71
914,bargain,"kasunduan, baratilyo",7.63,5.48,6.11
915,bargaining,pakikipagtawaran,5.37,4.14,6.37
916,barge,"makialam, basta pumasok",5.44,3.15,4.52
917,baritone,baritono,6.05,4,4.74
918,barium,barium,4.9,2.91,4.85
919,bark,"kahol, balat ng kahoy",4.86,3.4,4.82
920,barkeep,paglilinis ng bar,5.7,3.71,5.54
921,barley,"barley, sebada",4.95,3.62,5.79
922,barmaid,weytres,4.85,4.6,4.59
923,barman,weyter,5.28,4.95,4.74
924,barn,kamalig,6.16,3.57,5.65
925,barnacle,taliptip,5.27,3.52,3.68
926,barnyard,bakuran,5.65,2.55,5.15
927,barometer,barometro,5,2.88,3.82
928,baron,baron,3.9,3.88,4.95
929,baroness,baronesa,4.75,4.36,5.53
930,barracuda,barakuda,4.85,5.16,3.47
931,barrage,walang humpay,4.24,3.96,4.64
932,barrel,bariles,4.92,3.43,4.94
933,barren,"tigang, tuyot, baog",3.79,3.59,3.7
934,barricade,barikada,4.32,4.23,4.77
935,barrier,harang,4.47,4.7,4.88
936,barrister,abogado,4.95,3.18,4.96
937,barroom,korte,4.9,4.65,4.71
938,bartender,tagahalo ng inuming alak,5.63,4.95,6.15
939,barter,"palitan, barter",5.64,4.74,6.45
940,base,"hamak, saligan",5.68,3.1,6.37
941,baseball,beisbol,5.79,3.15,6.05
942,baseball bat,beisbol bat,5.75,3.39,5.86
943,baseline,batayang linya,5.4,2.52,5.16
944,baseman,bantay ng beisbol,5.19,3.95,5.05
945,basement,silong,4.81,3.33,5.26
946,bash,paninira,3.68,5.14,4.46
947,bashful,mahiyain,5.55,4.36,4.74
948,basic,pangunahin,5.5,2.95,6.05
949,basics,batayan,5.86,3.14,5.55
950,basil,basil,6.43,3.82,5.36
951,basin,planggana,5.47,2.77,4.75
952,basis,"saligan, batayan",5.42,2.68,5.18
953,bask,magbilad,6.37,3.86,6.17
954,basket,basket,5.66,2.48,5.3
955,basketball,basketbol,5.67,4.35,5.05
956,bass,baho,5.23,4.87,5.89
957,bass guitar,bass guitar,6.27,4.88,6.43
958,bastard,"bastardo, anak sa labas",3.31,5.1,2.59
959,bat,"pamalo ng bola, paniki",4.81,4.57,4.29
960,batch,"pagkat, grupo",5.57,3.29,5.43
961,bath,paligo,7,3.25,6.64
962,bathe,maligo,7.5,3.15,6.5
963,bathhouse,paliguan,5.32,4,5.68
964,bathing,paliligo,6.14,3.23,6.93
965,bathrobe,bata de banyo,6.48,4.05,5.47
966,bathroom,banyo,5.26,2.86,5.25
967,bathtub,banyera,6.26,3.63,5.91
968,baton,baton,4.63,3.64,5.38
969,battalion,batalyon,5.14,4.76,4.77
970,batter,"bumugbog, kalampagin",5.24,3.85,6
971,battered,bugbog-sarado,2.95,3.86,3.22
972,battering,binubugbog,2.75,4.67,4.36
973,battery,baterya,4.26,3.95,4.35
974,battle,digmaan,3.52,6.25,5.63
975,battlefield,larangan ng digmaan,3.89,6.48,4.05
976,battleground,pook ng digmaan,4.09,5.76,4.09
977,battlements,kublihan,3.7,4.52,5.14
978,battleship,bapor pandigma,4.43,3.41,5.3
979,batty,baliw,4.44,4.05,4.21
980,bauble,maganda subalit mumurahing alahas,5.71,3.83,4.67
981,bawl,"humiyaw, humagulgol",3.58,4.86,4.14
982,bay,look,7.23,3.26,4.86
983,bayonet,bayoneta,4.68,4.45,5.17
984,bayou,mababaw na ilog,6.2,3.81,5.44
985,bazaar,"basar, tindahan",6.42,5.9,5.48
986,bazooka,bazuka,5.37,6.1,4.04
987,be,maging,6.18,3.43,5.5
988,beach,"dalampasigan, aplaya",7.21,5.1,5.7
989,beacon,parola,5.18,4.52,5.32
990,bead,"butil, abaloryo",6.05,3.4,3.91
991,beady,"butil-butil, maabaloryo",4.58,3.73,4.73
992,beak,tuka,4.9,2.81,4.28
993,beaker,beaker,5.5,3.79,6
994,beam,"sinag, silahis",5.74,3.59,6.54
995,bean,"butil, butong gulay",6,2.95,5.6
996,beanbag,beanbag,5.88,3,6.17
997,beanie,beanie,5.58,3.58,5.36
998,bear,oso,5.33,4.5,3.59
999,bearable,matitiis,5.72,3.57,5.47
1000,beard,balbas,5.09,3.18,5.42
1001,bearded,balbasin,5.67,5.53,6.06
1002,bearer,tagapagdala,4.95,4.7,5.67
1003,bearings,"kinalaman, tindig, tikas",5.43,3.29,5.32
1004,bearskin,balat ng oso,4.25,3.95,5.6
1005,beast,halimaw,4.42,5.83,4.08
1006,beastly,malahalimaw,4.19,6.22,4.38
1007,beat,"talunin, pintig",4.38,5.52,5.59
1008,beater,"batidor, nanalo",3.06,4.22,4.84
1009,beatnik,beatnik,3.89,4.21,4.61
1010,beautiful,"maganda, kaakit-akit",7.61,5.71,6.17
1011,beauty,ganda,7.58,4.89,5.6
1012,beaver,beaver,5,4.05,5.15
1013,bebop,,6.26,3.95,5.25
1014,become,maging,6.32,3.43,6.18
1015,bed,kama,7.16,3,6.73
1016,bedding,"pantulog, higaan",5.05,3.65,6
1017,bedpan,bedpan,2.74,5.05,4
1018,bedroom,silid-tulugan,7,4.9,6.84
1019,bedside,tabi ng  kama,5.89,2.96,5.93
1020,bedspread,kubrekama,6.05,2.7,6
1021,bedtime,oras ng tulog,6.57,3.76,7.05
1022,bee,bubuyog,3.68,5.65,5.32
1023,beef,karneng-baka,6.11,4.37,6.32
1024,beefsteak,bistek,5.53,4.05,5.61
1025,beehive,bahay-pukyutan,4.26,5.39,4.47
1026,beep,busina,5.11,3.82,4.74
1027,beeper,beeper,4.9,3.16,4.18
1028,beer,"beer, serbesa",5.67,4.3,5.33
1029,bees,mga bubuyog,5.14,5.53,4.2
1030,beeswax,pagkit,5.15,3.62,5.53
1031,beetle,uwang,4.2,4.45,5.93
1032,befall,mangyari,3.91,4.24,4.27
1033,befriend,kaibiganin,7.14,4.25,6.32
1034,beg,magmakaawa,3.72,4.65,3.17
1035,beggar,"pulubi, namamalimos",2.92,4.29,4.16
1036,begin,simulan,6.44,2.85,5.72
1037,beginner,baguhan,5.15,3.5,4.79
1038,beginning,"panimula, pagsisimula",6.39,3,5.72
1039,begrudge,mainggit,3.95,4.47,5.33
1040,behave,magpakabuti,6.25,3.72,7.05
1041,behavior,pag-uugali,5.28,4.27,5.88
1042,behavioral,pag-uugali,5.1,4.1,5.96
1043,behold,"masdan, pagmasdan",6.48,3.88,6.59
1044,beholden,utang na loob,5.05,3.24,4.84
1045,beige,kulay mapusyaw na kape,5.26,2.6,5.05
1046,belated,"huli, nahuli",4.21,3.19,5.32
1047,belay,pagseguro,5.5,3.43,4.72
1048,belch,"pagdighay, magbuga",4.18,4.77,4.75
1049,belief,paniniwala,6.14,3.95,7.18
1050,believable,kapani-paniwala,6.89,4.05,5.3
1051,believe,maniwala,7.05,3.33,6.56
1052,believer,naniniwala,5.64,4.1,6.4
1053,belittle,"hamakin, maliitin",2.7,4.05,2.92
